Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Uttar Pradesh,Siddharth Nagar,"Calendar Year (Jan - Dec), 2019",0,1.17,0.06,0.51,0,0,0,0,2985,34823,34823,179,0,0,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Sitapur,"Calendar Year (Jan - Dec), 2019",0,0.98,0.24,2.47,0,0,0,0,5232,51231,51231,1264,0,0,1264,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Sonbhadra,"Calendar Year (Jan - Dec), 2019",5.77,3.44,1.69,4.93,0.1,0.28,0,0,2178,74844,74844,3476,213,0,3689,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Sultanpur,"Calendar Year (Jan - Dec), 2019",0,2.82,0.09,0.34,0,0,0,0,2560,72067,72067,243,0,0,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2019",17.95000000000000000000,16.27,1.01,3.28,0.07,0.26,0,0,244012,6109248,6109248,79249,14467,0,93716,10257,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Unnao,"Calendar Year (Jan - Dec), 2019",0,1.93,0.01,0.06,0,0,0,0,3637,70060,70060,42,0,0,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Varanasi,"Calendar Year (Jan - Dec), 2019",0,1.6,0.07,0.42,0,0,0,0,4305,68967,68967,293,0,0,293,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Almora,"Calendar Year (Jan - Dec), 2019",0,3.66,0,0,0,0,0,0,622,22776,22776,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Bageshwar,"Calendar Year (Jan - Dec), 2019",1.48,0,0,0,0,0,0,0,260,3838,3838,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Chamoli,"Calendar Year (Jan - Dec), 2019",2.01,0,0,0,0,0,0,0,391,7857,7857,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Champawat,"Calendar Year (Jan - Dec), 2019",0,1.9,0.2,1.08,0,0,0,0,259,4928,4928,53,0,0,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Dehradun,"Calendar Year (Jan - Dec), 2019",0,5.94,0.02,0.03,0,0,0,0,1699,100918,100918,34,0,0,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Haridwar,"Calendar Year (Jan - Dec), 2019",3.17,1.47,0.03,0.22,0,0.01,0,0,1927,28366,28366,61,2,0,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Nainital,"Calendar Year (Jan - Dec), 2019",4.17,4.96,0.1,0.2,0,0.01,0,0,955,47363,47363,92,4,0,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Pauri Garhwal,"Calendar Year (Jan - Dec), 2019",0,3.74,0.03,0.09,0,0,0,0,687,25700,25700,22,0,0,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Pithoragarh,"Calendar Year (Jan - Dec), 2019",0,0.81,0,0,0,0,0,0,486,3915,3915,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Rudra Prayag,"Calendar Year (Jan - Dec), 2019",1.37,0,0,0,0,0,0,0,237,3247,3247,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Tehri Garhwal,"Calendar Year (Jan - Dec), 2019",0,3.9,0.01,0.02,0,0,0,0,616,24049,24049,4,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Udam Singh Nagar,"Calendar Year (Jan - Dec), 2019",0,2.22,0.01,0.07,0,0,0,0,1648,36620,36620,24,0,0,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2019",2.0300000000000000,3.1,0.03,0.09,0,0,0,0,10117,313872,313872,290,6,0,296,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Uttarakhand,Uttar Kashi,"Calendar Year (Jan - Dec), 2019",0,1.3,0,0,0,0,0,0,330,4295,4295,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Alipurduar,"Calendar Year (Jan - Dec), 2019",13.06,40,0.28,0.07,0.04,0.01,0,0,1592,636767,636767,386,42,16,444,444,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Bankura,"Calendar Year (Jan - Dec), 2019",33.92,27.4,0.08,0.03,0.03,0.01,0,0,2684,735421,735421,150,77,0,227,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Birbhum,"Calendar Year (Jan - Dec), 2019",8.82,8.98,0.03,0.04,0,0,0,0,2129,191181,191181,62,6,0,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Coochbehar,"Calendar Year (Jan - Dec), 2019",20,14.12,0.01,0.01,0,0,0,0,3010,424864,424864,20,5,0,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Dakshin Dinajpur,"Calendar Year (Jan - Dec), 2019",16.46,10.23,0.04,0.04,0.01,0.01,0,0,1790,183134,183134,66,11,2,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Darjeeling,"Calendar Year (Jan - Dec), 2019",28.57,11.97,0.01,0.01,0,0,0,0,1703,203817,203817,10,2,2,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Hooghly,"Calendar Year (Jan - Dec), 2019",12.35,10.05,0.03,0.03,0,0,0,0,5893,592502,592502,142,20,0,162,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Howrah,"Calendar Year (Jan - Dec), 2019",9.72,8.62,0.16,0.19,0.02,0.02,0,0,5179,446581,446581,762,82,0,844,844,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Jalpaiguri,"Calendar Year (Jan - Dec), 2019",18.18,16.97,0.01,0.01,0,0,0,0,2543,431444,431444,27,5,1,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Jhargram,"Calendar Year (Jan - Dec), 2019",22.46,27.92,0.11,0.04,0.03,0.01,0,0,1214,338899,338899,107,31,0,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Kalimpong,"Calendar Year (Jan - Dec), 2019",6.64,0,0,0,0,0,0,0,269,17856,17856,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Malda,"Calendar Year (Jan - Dec), 2019",10.66,13.52,0.1,0.07,0.01,0.01,0,0,4259,575618,575618,377,44,1,422,422,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Murshidabad,"Calendar Year (Jan - Dec), 2019",8.93,12.2,0.14,0.12,0.01,0.01,0,1,7585,925676,925676,999,82,16,1097,1097,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Nadia,"Calendar Year (Jan - Dec), 2019",13.43,14.21,0.06,0.04,0.01,0.01,0,0,5518,784035,784035,290,45,0,335,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Paschim Bardhaman,"Calendar Year (Jan - Dec), 2019",42.86,6.13,0,0.01,0,0,0,0,3077,188659,188659,8,6,0,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Paschim Medinipur,"Calendar Year (Jan - Dec), 2019",10.71,11.06,0.02,0.02,0,0,0,0,5101,563927,563927,100,12,0,112,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Purba Bardhaman,"Calendar Year (Jan - Dec), 2019",10.43,13.48,0.02,0.02,0,0,0,0,5163,696016,696016,103,12,0,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Purba Medinipur,"Calendar Year (Jan - Dec), 2019",10,11.91,0.05,0.04,0.01,0,0,0,3408,405994,405994,162,18,0,180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Purulia,"Calendar Year (Jan - Dec), 2019",75,16.11,0.11,0.07,0.08,0.05,0,1,3129,504065,504065,83,249,0,332,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2019",116.8800000000000000,105.46,4.63,5.15,0.29,0.39,0,10,126468,15595301,15595301,43594,3487,74,47155,47155,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,Uttar Dinajpur,"Calendar Year (Jan - Dec), 2019",16.67,10.04,0.02,0.02,0,0,0,0,3212,322433,322433,50,10,0,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andaman and Nicobar Islands,Nicobars,"Calendar Year (Jan - Dec), 2018",11.93,22.94,5.74,2.5,0.68,0.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andaman and Nicobar Islands,North and Middle Andaman,"Calendar Year (Jan - Dec), 2018",0,7.72,0.01,0.02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andaman and Nicobar Islands,South Andamans,"Calendar Year (Jan - Dec), 2018",7.69,7.84,0.13,0.17,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andaman and Nicobar Islands,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",11.2000000000000000,9.04,0.56,0.62,0.06,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Ananthapuramu,"Calendar Year (Jan - Dec), 2018",4.3,10.44,0.04,0.04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Chittoor,"Calendar Year (Jan - Dec), 2018",18.18,11.73,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,East Godavari,"Calendar Year (Jan - Dec), 2018",90.72,14.65,0.35,0.24,0.32,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Guntur,"Calendar Year (Jan - Dec), 2018",1.19,13.21,0.09,0.07,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Krishna,"Calendar Year (Jan - Dec), 2018",0,8.37,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Kurnool,"Calendar Year (Jan - Dec), 2018",24.62,11.15,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Prakasam,"Calendar Year (Jan - Dec), 2018",23.03,13.92,0.05,0.04,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Sri Potti Sriramulu Nellore,"Calendar Year (Jan - Dec), 2018",34.04,5.29,0.02,0.03,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Srikakulam,"Calendar Year (Jan - Dec), 2018",81.44,16.99,0.1,0.06,0.08,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",69.5700000000000000,13.02,0.12,0.09,0.09,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Visakhapatnam,"Calendar Year (Jan - Dec), 2018",75.75,17.57,0.53,0.3,0.4,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Vizianagaram,"Calendar Year (Jan - Dec), 2018",87.54,17.3,0.14,0.08,0.13,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,West Godavari,"Calendar Year (Jan - Dec), 2018",92.34,13.87,0.05,0.04,0.05,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Andhra Pradesh,Y.S.R.,"Calendar Year (Jan - Dec), 2018",20.1,18.56,0.09,0.05,0.02,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Anjaw,"Calendar Year (Jan - Dec), 2018",0,15.92,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Changlang,"Calendar Year (Jan - Dec), 2018",30.3,8.82,0.19,0.22,0.06,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Dibang Valley,"Calendar Year (Jan - Dec), 2018",0,2.68,0.11,0.41,0.11,0.41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,East Kameng,"Calendar Year (Jan - Dec), 2018",8.93,9.16,1.24,1.36,0.11,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,East Siang,"Calendar Year (Jan - Dec), 2018",60.22,10.39,0.96,0.92,0.58,0.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Kra Daadi,"Calendar Year (Jan - Dec), 2018",100,5.49,0.02,0.04,0.02,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Kurung Kumey,"Calendar Year (Jan - Dec), 2018",0,9,0.14,0.16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Lohit,"Calendar Year (Jan - Dec), 2018",46.15,9.82,0.36,0.36,0.16,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Longding,"Calendar Year (Jan - Dec), 2018",27.03,16.35,0.61,0.37,0.16,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Lower Dibang Valley,"Calendar Year (Jan - Dec), 2018",54.55,11.21,0.18,0.16,0.1,0.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Lower Siang,"Calendar Year (Jan - Dec), 2018",44.44,8.75,0.46,0.53,0.21,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Lower Subansiri,"Calendar Year (Jan - Dec), 2018",9.09,10.44,0.12,0.11,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Namsai,"Calendar Year (Jan - Dec), 2018",32,12.11,0.27,0.22,0.09,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Papum Pare,"Calendar Year (Jan - Dec), 2018",12.5,8.12,0.08,0.1,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Tawang,"Calendar Year (Jan - Dec), 2018",50,1.31,0.04,0.27,0.02,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Tirap,"Calendar Year (Jan - Dec), 2018",20.69,10.35,0.43,0.41,0.09,0.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",74.6400000000000000,15.09,0.51,0.63,0.16,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Upper Siang,"Calendar Year (Jan - Dec), 2018",9.09,9.14,0.58,0.63,0.05,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2018",3.5,4.8,1.49,3.1,0.05,0.11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2018",45.83,6,0.24,0.4,0.11,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2018",22.22,14.16,0.11,0.08,0.03,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Baksa,"Calendar Year (Jan - Dec), 2018",32.2,10.91,0.06,0.05,0.02,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Barpeta,"Calendar Year (Jan - Dec), 2018",18.18,6.84,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Bongaigaon,"Calendar Year (Jan - Dec), 2018",31.25,8.17,0.02,0.03,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Cachar,"Calendar Year (Jan - Dec), 2018",55.56,5.12,0.01,0.02,0,0.01,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Chirang,"Calendar Year (Jan - Dec), 2018",71.83,10.62,0.47,0.44,0.34,0.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Darrang,"Calendar Year (Jan - Dec), 2018",29.17,4.45,0.02,0.05,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Dhemaji,"Calendar Year (Jan - Dec), 2018",12.5,8.49,0.01,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Dhubri,"Calendar Year (Jan - Dec), 2018",36,5.46,0.01,0.02,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Dibrugarh,"Calendar Year (Jan - Dec), 2018",33.33,4.06,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Goalpara,"Calendar Year (Jan - Dec), 2018",75.32,9.12,0.07,0.07,0.05,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Golaghat,"Calendar Year (Jan - Dec), 2018",62.5,5.47,0.01,0.01,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Hailakandi,"Calendar Year (Jan - Dec), 2018",81.08,9.83,0.05,0.05,0.04,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Jorhat,"Calendar Year (Jan - Dec), 2018",86.67,5.71,0.01,0.02,0.01,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Kamrup,"Calendar Year (Jan - Dec), 2018",43.48,11.65,0.01,0.01,0.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Kamrup Metro,"Calendar Year (Jan - Dec), 2018",62.5,6.33,0.01,0.01,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Karbi Anglong,"Calendar Year (Jan - Dec), 2018",89.63,7.09,0.34,0.48,0.31,0.43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Karimganj,"Calendar Year (Jan - Dec), 2018",56.06,6.79,0.05,0.07,0.03,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Kokrajhar,"Calendar Year (Jan - Dec), 2018",70.81,9.37,0.16,0.17,0.11,0.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Lakhimpur,"Calendar Year (Jan - Dec), 2018",33.33,6.13,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Marigaon,"Calendar Year (Jan - Dec), 2018",62.96,12.01,0.03,0.02,0.02,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Nagaon,"Calendar Year (Jan - Dec), 2018",36.67,5.69,0.01,0.02,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Nalbari,"Calendar Year (Jan - Dec), 2018",0,9.16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Sivasagar,"Calendar Year (Jan - Dec), 2018",16.67,7.39,0,0.01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Sonitpur,"Calendar Year (Jan - Dec), 2018",47.92,5.53,0.02,0.04,0.01,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Tinsukia,"Calendar Year (Jan - Dec), 2018",55.56,4.2,0.01,0.02,0,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Udalguri,"Calendar Year (Jan - Dec), 2018",77.54,7.64,2.62,3.43,2.03,2.66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Assam,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2018",168.2000000000000000,16.94,0.57,0.63,0.52,0.56,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Araria,"Calendar Year (Jan - Dec), 2018",6.25,0.02,0.01,2.21,0,0.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Arwal,"Calendar Year (Jan - Dec), 2018",0,0.16,0.01,0.72,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Aurangabad,"Calendar Year (Jan - Dec), 2018",4.59,0.53,0.04,0.72,0,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Banka,"Calendar Year (Jan - Dec), 2018",100,0.12,0,0.04,0,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Begusarai,"Calendar Year (Jan - Dec), 2018",10.53,0.01,0.01,11.45,0,1.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhagalpur,"Calendar Year (Jan - Dec), 2018",22.22,0.1,0,0.28,0,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,"Calendar Year (Jan - Dec), 2018",40,0.04,0.01,1.3,0,0.52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Buxar,"Calendar Year (Jan - Dec), 2018",0,0.05,0.01,1.77,0,0.69,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Darbhanga,"Calendar Year (Jan - Dec), 2018",0,0.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Gaya,"Calendar Year (Jan - Dec), 2018",4.23,0.28,0.04,1.43,0,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Gopalganj,"Calendar Year (Jan - Dec), 2018",0,0.02,0,0.42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Jamui,"Calendar Year (Jan - Dec), 2018",23.08,0.41,0.19,4.64,0.04,1.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Jehanabad,"Calendar Year (Jan - Dec), 2018",0,0.53,0.01,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
