Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Arunachal Pradesh,Upper Subansiri,"Calendar Year (Jan - Dec), 2024",0,5.52,0,0,0,0,0,0,99,,,,,,,0,2169,3295,2169,3295,5464,5464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,West Kameng,"Calendar Year (Jan - Dec), 2024",0,3.99,0,0,0,0,0,0,104,,,,,,,0,2359,1795,2359,1795,4154,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,West Siang,"Calendar Year (Jan - Dec), 2024",0,19.29,0,0,0,0,0,0,82,,,,,,,0,9206,6614,9206,6614,15820,15820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Assam,Baksa,"Calendar Year (Jan - Dec), 2024",14.29,18.42,0.01,0.01,0,0,0,0,1040,,,,,,,14,141855,49707,141855,49707,191562,191562,2,0,0,2,10,1,1,12,12,1,1,14,0,0,0,0,0,0,0,0,0
India,Assam,Barpeta,"Calendar Year (Jan - Dec), 2024",64.29,21.32,0.01,0,0,0,0,0,1814,,,,,,,14,282669,104030,282669,104030,386699,386699,0,0,0,0,5,8,1,14,5,8,1,14,0,0,0,0,0,0,0,0,0
India,Assam,Biswanath,"Calendar Year (Jan - Dec), 2024",20,15.04,0.01,0,0,0,0,0,870,,,,,,,5,97494,33327,97494,33327,130821,130821,0,0,0,0,4,1,0,5,4,1,0,5,0,0,0,0,0,0,0,0,0
India,Assam,Bongaigaon,"Calendar Year (Jan - Dec), 2024",17.39,17.03,0.06,0.03,0.01,0.01,0,0,812,,,,,,,46,105182,33125,105182,33125,138307,138307,11,1,1,13,27,6,0,33,38,7,1,46,0,0,0,0,0,0,0,0,0
India,Assam,Cachar,"Calendar Year (Jan - Dec), 2024",31.25,18.04,0.02,0.01,0.01,0,0,0,1949,,,,,,,48,274978,76697,274978,76697,351675,351675,6,0,0,6,27,15,0,42,33,15,0,48,0,0,0,0,0,0,0,0,0
India,Assam,Charaideo,"Calendar Year (Jan - Dec), 2024",0,14.48,0.02,0.01,0,0,0,0,502,,,,,,,8,58064,14646,58064,14646,72710,72710,0,0,0,0,8,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0
India,Assam,Chirang,"Calendar Year (Jan - Dec), 2024",22.18,26.59,1.34,0.5,0.3,0.11,0,0,557,,,,,,,744,88727,59388,88727,59388,148115,148115,570,156,7,733,9,2,0,11,579,158,7,744,0,0,0,0,0,0,0,0,0
India,Assam,Darrang,"Calendar Year (Jan - Dec), 2024",0,15.15,0,0,0,0,0,0,1115,,,,,,,1,141009,27927,141009,27927,168936,168936,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
India,Assam,Dhemaji,"Calendar Year (Jan - Dec), 2024",0,15.94,0.01,0,0,0,0,0,791,,,,,,,5,95641,30482,95641,30482,126123,126123,0,0,0,0,5,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0
India,Assam,Dhubri,"Calendar Year (Jan - Dec), 2024",25,13.55,0.03,0.02,0.01,0,0,2,1829,,,,,,,46,205907,41902,205907,41902,247809,247809,3,3,1,7,33,8,0,41,36,11,1,48,0,0,0,0,0,0,0,0,0
India,Assam,Dibrugarh,"Calendar Year (Jan - Dec), 2024",33.33,33.79,0.01,0,0,0,0,0,1392,,,,,,,12,281468,188908,281468,188908,470376,470376,0,0,0,0,8,4,0,12,8,4,0,12,0,0,0,0,0,0,0,0,0
India,Assam,Dima Hasao,"Calendar Year (Jan - Dec), 2024",25,23.88,0.02,0.01,0,0,0,0,244,,,,,,,4,31974,26294,31974,26294,58268,58268,0,0,0,0,3,1,0,4,3,1,0,4,0,0,0,0,0,0,0,0,0
India,Assam,Goalpara,"Calendar Year (Jan - Dec), 2024",23.53,22.46,0.01,0.01,0,0,0,0,1179,,,,,,,17,181057,83720,181057,83720,264777,264777,0,0,0,0,13,3,1,17,13,3,1,17,0,0,0,0,0,0,0,0,0
India,Assam,Golaghat,"Calendar Year (Jan - Dec), 2024",50,15.48,0,0,0,0,0,0,1141,,,,,,,4,151633,25014,151633,25014,176647,176647,2,0,0,2,0,2,0,2,2,2,0,4,0,0,0,0,0,0,0,0,0
India,Assam,Hailakandi,"Calendar Year (Jan - Dec), 2024",40,12.05,0.01,0.01,0,0,0,0,805,,,,,,,10,81205,15794,81205,15794,96999,96999,0,0,0,0,6,4,0,10,6,4,0,10,0,0,0,0,0,0,0,0,0
India,Assam,Hojai,"Calendar Year (Jan - Dec), 2024",26.92,14.46,0.03,0.02,0.01,0,0,0,1027,,,,,,,26,115712,32804,115712,32804,148516,148516,0,0,0,0,19,7,0,26,19,7,0,26,0,0,0,0,0,0,0,0,0
India,Assam,Jorhat,"Calendar Year (Jan - Dec), 2024",27.27,18.44,0.01,0.01,0,0,0,0,978,,,,,,,11,127981,52371,127981,52371,180352,180352,0,0,0,0,8,3,0,11,8,3,0,11,0,0,0,0,0,0,0,0,0
India,Assam,Kamrup,"Calendar Year (Jan - Dec), 2024",100,18.83,0,0,0,0,0,0,1832,,,,,,,1,270060,74871,270060,74871,344931,344931,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
India,Assam,Kamrup Metro,"Calendar Year (Jan - Dec), 2024",37.5,22.11,0.01,0,0,0,0,0,1273,,,,,,,8,199347,82067,199347,82067,281414,281414,0,0,0,0,5,3,0,8,5,3,0,8,0,0,0,0,0,0,0,0,0
India,Assam,Karbi Anglong,"Calendar Year (Jan - Dec), 2024",100,17.81,0,0,0,0,0,0,824,,,,,,,1,106861,39905,106861,39905,146766,146766,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
India,Assam,Karimganj,"Calendar Year (Jan - Dec), 2024",36.84,14.02,0.01,0.01,0,0,0,0,1431,,,,,,,19,160222,40340,160222,40340,200562,200562,2,2,0,4,10,5,0,15,12,7,0,19,0,0,0,0,0,0,0,0,0
India,Assam,Kokrajhar,"Calendar Year (Jan - Dec), 2024",21.35,40.01,3.59,0.9,0.77,0.19,0,4,1060,,,,,,,3804,239500,184647,239500,184647,424147,424147,2995,727,86,3808,0,0,0,0,2995,727,86,3808,0,0,0,0,0,0,0,0,0
India,Assam,Lakhimpur,"Calendar Year (Jan - Dec), 2024",50,14.12,0,0,0,0,0,0,1200,,,,,,,4,132426,36982,132426,36982,169408,169408,0,0,0,0,2,2,0,4,2,2,0,4,0,0,0,0,0,0,0,0,0
India,Assam,Majuli,"Calendar Year (Jan - Dec), 2024",0,15.1,0,0,0,0,0,0,205,,,,,,,0,21617,9346,21617,9346,30963,30963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Assam,Marigaon,"Calendar Year (Jan - Dec), 2024",50,15.73,0.01,0,0,0,0,0,1087,,,,,,,8,142331,28664,142331,28664,170995,170995,0,0,0,0,4,2,2,8,4,2,2,8,0,0,0,0,0,0,0,0,0
India,Assam,Nagaon,"Calendar Year (Jan - Dec), 2024",13.79,15.74,0.01,0.01,0,0,0,0,2242,,,,,,,29,301240,51540,301240,51540,352780,352780,0,0,0,0,25,4,0,29,25,4,0,29,0,0,0,0,0,0,0,0,0
India,Assam,Nalbari,"Calendar Year (Jan - Dec), 2024",25,15.44,0.01,0.01,0,0,0,0,876,,,,,,,12,107951,27305,107951,27305,135256,135256,1,1,0,2,8,2,0,10,9,3,0,12,0,0,0,0,0,0,0,0,0
India,Assam,Sivasagar,"Calendar Year (Jan - Dec), 2024",37.5,17,0.01,0.01,0,0,0,0,729,,,,,,,8,105433,18532,105433,18532,123965,123965,0,0,0,0,5,3,0,8,5,3,0,8,0,0,0,0,0,0,0,0,0
India,Assam,Sonitpur,"Calendar Year (Jan - Dec), 2024",41.18,16.86,0.01,0.01,0.01,0,0,0,1251,,,,,,,17,155227,55657,155227,55657,210884,210884,2,1,1,4,8,4,1,13,10,5,2,17,0,0,0,0,0,0,0,0,0
India,Assam,South Salmara Mancachar,"Calendar Year (Jan - Dec), 2024",40,14.55,0.03,0.02,0.01,0.01,0,1,439,,,,,,,14,53424,10435,53424,10435,63859,63859,0,0,0,0,9,6,0,15,9,6,0,15,0,0,0,0,0,0,0,0,0
India,Assam,Tinsukia,"Calendar Year (Jan - Dec), 2024",50,16.76,0,0,0,0,0,0,1364,,,,,,,4,178711,49890,178711,49890,228601,228601,0,0,0,0,2,2,0,4,2,2,0,4,0,0,0,0,0,0,0,0,0
India,Assam,Udalguri,"Calendar Year (Jan - Dec), 2024",42.17,22.69,0.09,0.04,0.04,0.02,0,0,926,,,,,,,83,126433,83693,126433,83693,210126,210126,45,32,0,77,3,3,0,6,48,35,0,83,0,0,0,0,0,0,0,0,0
India,Assam,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2024",122.4400000000000000,33.16,0.15,0.08,0.04,0.02,0,7,35562,,,,,,,5031,4847787,1719526,4847787,1719526,6567313,6567313,3639,927,96,4662,267,103,6,376,3906,1030,102,5038,0,0,0,0,0,0,0,0,0
India,Bihar,Araria,"Calendar Year (Jan - Dec), 2024",50,0.04,0,0.25,0,0.12,0,0,3788,,,,,,,1,24,1586,24,1586,1610,1610,0,0,0,0,2,2,0,4,2,2,0,4,0,0,0,0,0,0,0,0,0
India,Bihar,Arwal,"Calendar Year (Jan - Dec), 2024",0,0.24,0,0.2,0,0,0,0,841,,,,,,,4,325,1703,325,1703,2028,2028,0,0,0,0,4,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0
India,Bihar,Aurangabad,"Calendar Year (Jan - Dec), 2024",17.65,0.55,0,0.09,0,0.02,0,0,3463,,,,,,,16,1348,17583,1348,17583,18931,18931,0,0,0,0,14,2,1,17,14,2,1,17,0,0,0,0,0,0,0,0,0
India,Bihar,Banka,"Calendar Year (Jan - Dec), 2024",14.29,0.2,0.01,0.49,0,0.07,0,0,2809,,,,,,,3,0,5745,0,5745,5745,5745,0,0,0,0,24,2,2,28,24,2,2,28,0,0,0,0,0,0,0,0,0
India,Bihar,Begusarai,"Calendar Year (Jan - Dec), 2024",45,0.16,0.01,0.32,0,0.14,0,0,3985,,,,,,,20,183,6119,183,6119,6302,6302,0,0,0,0,11,1,8,20,11,1,8,20,0,0,0,0,0,0,0,0,0
India,Bihar,Bhagalpur,"Calendar Year (Jan - Dec), 2024",38.27,0.53,0.06,1.08,0.02,0.41,0,0,2812,,,,,,,54,1995,13035,1995,13035,15030,15030,0,0,0,0,100,45,17,162,100,45,17,162,0,0,0,0,0,0,0,0,0
India,Bihar,Bhojpur,"Calendar Year (Jan - Dec), 2024",36.84,0.13,0.01,0.43,0,0.16,0,0,3308,,,,,,,12,77,4337,77,4337,4414,4414,0,0,0,0,12,7,0,19,12,7,0,19,0,0,0,0,0,0,0,0,0
India,Bihar,Buxar,"Calendar Year (Jan - Dec), 2024",15.38,0.22,0.01,0.26,0,0.04,0,0,2305,,,,,,,13,0,5071,0,5071,5071,5071,0,0,0,0,11,1,1,13,11,1,1,13,0,0,0,0,0,0,0,0,0
India,Bihar,Darbhanga,"Calendar Year (Jan - Dec), 2024",78.95,0.04,0,1.13,0,0.89,0,0,4404,,,,,,,15,749,938,749,938,1687,1687,0,0,0,0,4,3,12,19,4,3,12,19,0,0,0,0,0,0,0,0,0
India,Bihar,Gaya,"Calendar Year (Jan - Dec), 2024",53.13,0.19,0.01,0.3,0,0.16,0,0,5700,,,,,,,9,707,10085,706,10085,10792,10791,0,0,0,0,15,17,0,32,15,17,0,32,0,0,0,0,0,0,0,0,0
India,Bihar,Gopalganj,"Calendar Year (Jan - Dec), 2024",6.67,0.13,0,0.37,0,0.02,0,0,3161,,,,,,,14,453,3552,453,3552,4005,4005,0,0,0,0,14,1,0,15,14,1,0,15,0,0,0,0,0,0,0,0,0
India,Bihar,Jamui,"Calendar Year (Jan - Dec), 2024",50,0.35,0,0.13,0,0.06,0,0,2218,,,,,,,2,0,7709,0,7709,7709,7709,0,0,0,0,5,5,0,10,5,5,0,10,0,0,0,0,0,0,0,0,0
India,Bihar,Jehanabad,"Calendar Year (Jan - Dec), 2024",20,0.16,0,0.22,0,0.04,0,0,1428,,,,,,,4,64,2183,64,2183,2247,2247,0,0,0,0,4,1,0,5,4,1,0,5,0,0,0,0,0,0,0,0,0
India,Bihar,Kaimur (Bhabua),"Calendar Year (Jan - Dec), 2024",60,0.67,0.01,0.19,0.01,0.11,0,0,1966,,,,,,,13,1894,11285,1894,11285,13179,13179,0,0,0,0,10,7,8,25,10,7,8,25,0,0,0,0,0,0,0,0,0
India,Bihar,Katihar,"Calendar Year (Jan - Dec), 2024",0,0.09,0,0.17,0,0,0,0,4200,,,,,,,1,0,3629,0,3629,3629,3629,0,0,0,0,6,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0
India,Bihar,Khagaria,"Calendar Year (Jan - Dec), 2024",0,0.17,0,0.04,0,0,0,0,2765,,,,,,,2,25,4778,0,4778,4803,4778,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0
India,Bihar,Kishanganj,"Calendar Year (Jan - Dec), 2024",60,0.4,0.01,0.18,0,0.11,0,0,2127,,,,,,,15,81,8486,0,8486,8567,8486,0,0,0,0,6,9,0,15,6,9,0,15,0,0,0,0,0,0,0,0,0
India,Bihar,Lakhisarai,"Calendar Year (Jan - Dec), 2024",62.5,0.45,0.01,0.27,0.01,0.17,0,0,1311,,,,,,,0,420,5415,420,5415,5835,5835,0,0,0,0,6,10,0,16,6,10,0,16,0,0,0,0,0,0,0,0,0
India,Bihar,Madhepura,"Calendar Year (Jan - Dec), 2024",100,0.26,0,0.01,0,0.01,0,0,2924,,,,,,,1,103,7392,103,7392,7495,7495,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
India,Bihar,Madhubani,"Calendar Year (Jan - Dec), 2024",71.74,0.08,0.01,1,0.01,0.72,0,0,6116,,,,,,,46,0,4589,0,4589,4589,4589,0,0,0,0,13,29,4,46,13,29,4,46,0,0,0,0,0,0,0,0,0
India,Bihar,Munger,"Calendar Year (Jan - Dec), 2024",66.67,0.19,0,0.18,0,0.12,0,0,1723,,,,,,,0,1192,2139,1192,2139,3331,3331,0,0,0,0,2,3,1,6,2,3,1,6,0,0,0,0,0,0,0,0,0
India,Bihar,Muzaffarpur,"Calendar Year (Jan - Dec), 2024",21.05,0.02,0,1.62,0,0.34,0,0,6557,,,,,,,16,18,1155,18,1155,1173,1173,1,0,0,1,14,4,0,18,15,4,0,19,0,0,0,0,0,0,0,0,0
India,Bihar,Nalanda,"Calendar Year (Jan - Dec), 2024",0,0.2,0,0.04,0,0,0,0,3713,,,,,,,0,1940,5687,1591,5687,7627,7278,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0
India,Bihar,Nawada,"Calendar Year (Jan - Dec), 2024",30.28,0.56,0.04,0.71,0.01,0.22,0,0,2714,,,,,,,67,193,15113,193,15113,15306,15306,0,0,0,0,76,17,16,109,76,17,16,109,0,0,0,0,0,0,0,0,0
India,Bihar,Pashchim Champaran,"Calendar Year (Jan - Dec), 2024",100,0.01,0,0.27,0,0.27,0,0,5620,,,,,,,0,0,742,0,742,742,742,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
India,Bihar,Patna,"Calendar Year (Jan - Dec), 2024",45.07,0.01,0.02,12.37,0.01,5.57,0,0,7850,,,,,,,119,9,1139,9,1139,1148,1148,0,0,0,0,78,60,4,142,78,60,4,142,0,0,0,0,0,0,0,0,0
India,Bihar,Purbi Champaran,"Calendar Year (Jan - Dec), 2024",51.61,0.05,0,0.87,0,0.45,0,0,7056,,,,,,,3,18,3538,18,3538,3556,3556,0,0,0,0,15,13,3,31,15,13,3,31,0,0,0,0,0,0,0,0,0
India,Bihar,Purnia,"Calendar Year (Jan - Dec), 2024",43.48,0.14,0.01,0.38,0,0.17,0,0,4464,,,,,,,3,272,5782,272,5782,6054,6054,0,0,0,0,13,8,2,23,13,8,2,23,0,0,0,0,0,0,0,0,0
India,Bihar,Rohtas,"Calendar Year (Jan - Dec), 2024",33.33,0.42,0,0.08,0,0.03,0,0,3325,,,,,,,11,381,13739,381,13739,14120,14120,0,0,0,0,8,4,0,12,8,4,0,12,0,0,0,0,0,0,0,0,0
India,Bihar,Saharsa,"Calendar Year (Jan - Dec), 2024",62.5,0.09,0.01,0.73,0,0.46,0,0,2537,,,,,,,0,0,2190,0,2190,2190,2190,1,0,0,1,5,5,5,15,6,5,5,16,0,0,0,0,0,0,0,0,0
India,Bihar,Samastipur,"Calendar Year (Jan - Dec), 2024",20.83,0.12,0,0.4,0,0.08,0,0,4937,,,,,,,19,0,6057,0,6057,6057,6057,0,0,0,0,19,2,3,24,19,2,3,24,0,0,0,0,0,0,0,0,0
India,Bihar,Saran,"Calendar Year (Jan - Dec), 2024",44.44,0.15,0,0.24,0,0.11,0,0,5023,,,,,,,6,1779,5634,1779,5634,7413,7413,0,0,0,0,10,6,2,18,10,6,2,18,0,0,0,0,0,0,0,0,0
India,Bihar,Sheikhpura,"Calendar Year (Jan - Dec), 2024",0,0.17,0,0.07,0,0,0,0,810,,,,,,,1,324,1085,313,1085,1409,1398,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
India,Bihar,Sheohar,"Calendar Year (Jan - Dec), 2024",0,0.14,0,0,0,0,0,0,885,,,,,,,0,0,1263,0,1263,1263,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Bihar,Sitamarhi,"Calendar Year (Jan - Dec), 2024",33.33,0.26,0,0.05,0,0.02,0,0,4503,,,,,,,2,9087,2497,9087,2497,11584,11584,0,0,0,0,4,2,0,6,4,2,0,6,0,0,0,0,0,0,0,0,0
India,Bihar,Siwan,"Calendar Year (Jan - Dec), 2024",81.82,0.05,0,0.52,0,0.43,0,0,4281,,,,,,,11,48,2110,0,2110,2158,2110,0,0,0,0,2,4,5,11,2,4,5,11,0,0,0,0,0,0,0,0,0
India,Bihar,Supaul,"Calendar Year (Jan - Dec), 2024",0,0.16,0,0,0,0,0,0,2799,,,,,,,0,2552,2063,2552,2063,4615,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Bihar,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2024",41.9400000000000000,0.17,0.01,0.4,0,0.17,0,0,134633,,,,,,,527,26261,199941,25746,199941,226202,225687,2,0,0,2,524,278,102,904,526,278,102,906,0,0,0,0,0,0,0,0,0
India,Bihar,Vaishali,"Calendar Year (Jan - Dec), 2024",54.17,0.07,0.01,0.86,0,0.47,0,0,4205,,,,,,,24,0,2788,0,2788,2788,2788,0,0,0,0,11,5,8,24,11,5,8,24,0,0,0,0,0,0,0,0,0
India,Chandigarh,Chandigarh,"Calendar Year (Jan - Dec), 2024",0,5.89,0,0,0,0,0,0,1205,,,,,,,2,70924,0,70924,0,70924,70924,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
India,Chandigarh,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2024",0.00000000000000000000,5.89,0,0,0,0,0,0,1205,,,,,,,2,70924,0,70924,0,70924,70924,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2024",68.22,25.08,0.28,0.11,0.19,0.08,0,0,925,,,,,,,258,160576,71392,160576,71392,231968,231968,72,162,1,235,10,13,0,23,82,175,1,258,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Balodabazar-Bhatapara,"Calendar Year (Jan - Dec), 2024",75.89,17.62,0.15,0.09,0.11,0.06,0,0,1490,,,,,,,224,133820,128744,133820,128744,262564,262564,54,168,2,224,0,0,0,0,54,168,2,224,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Balrampur Ramanujganj,"Calendar Year (Jan - Dec), 2024",20,34.44,0.01,0,0,0,0,0,908,,,,,,,5,48377,264324,48377,264324,312701,312701,4,1,0,5,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bemetara,"Calendar Year (Jan - Dec), 2024",50,14.51,0,0,0,0,0,0,1182,,,,,,,2,131188,40362,131188,40362,171550,171550,1,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Bijapur,"Calendar Year (Jan - Dec), 2024",88.63,91.71,33.45,3.65,29.65,3.23,0,3,300,,,,,,,10035,125864,149270,125864,149270,275134,275134,1089,8315,385,9789,52,157,37,246,1141,8472,422,10035,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Dakshin Bastar Dantewada,"Calendar Year (Jan - Dec), 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Chhattisgarh,Dhamtari,"Calendar Year (Jan - Dec), 2024",75.49,22.66,0.28,0.12,0.21,0.09,0,0,917,,,,,,,253,17471,190308,17471,190308,207779,207779,62,188,3,253,0,0,0,0,62,188,3,253,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2024",44.68,16.48,0.02,0.01,0.01,0.01,0,0,2000,,,,,,,47,240734,88803,240734,88803,329537,329537,21,13,1,35,5,7,0,12,26,20,1,47,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Gariyaband,"Calendar Year (Jan - Dec), 2024",73.82,24.68,0.79,0.32,0.59,0.24,0,0,723,,,,,,,573,38485,139943,38485,139943,178428,178428,150,410,13,573,0,0,0,0,150,410,13,573,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Gaurela Pendra Marwahi,"Calendar Year (Jan - Dec), 2024",63.16,36.3,0.04,0.01,0.03,0.01,0,0,456,,,,,,,19,50674,114843,50674,114843,165517,165517,7,11,1,19,0,0,0,0,7,11,1,19,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Janjgir-Champa,"Calendar Year (Jan - Dec), 2024",63.33,18.49,0.02,0.01,0.02,0.01,0,0,1211,,,,,,,30,49069,174827,49069,174827,223896,223896,6,8,1,15,5,8,2,15,11,16,3,30,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Jashpur,"Calendar Year (Jan - Dec), 2024",84.88,30.67,0.17,0.06,0.15,0.05,0,0,990,,,,,,,172,114310,189313,114310,189313,303623,303623,26,136,10,172,0,0,0,0,26,136,10,172,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kabeerdham,"Calendar Year (Jan - Dec), 2024",68.99,28.18,1.14,0.41,0.79,0.28,0,0,1205,,,,,,,1377,70316,269263,70316,269263,339579,339579,425,927,19,1371,2,4,0,6,427,931,19,1377,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Khairagarh Chhuikhadan Gandai,"Calendar Year (Jan - Dec), 2024",76.91,19.25,1.66,0.86,1.28,0.66,0,1,449,,,,,,,745,28851,57593,28851,57593,86444,86444,172,562,11,745,0,0,0,0,172,562,11,745,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Kondagaon,"Calendar Year (Jan - Dec), 2024",86.2,41.02,2.72,0.66,2.34,0.57,0,1,691,,,,,,,1877,62938,220516,62938,220516,283454,283454,256,1556,32,1844,3,28,2,33,259,1584,34,1877,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Korba,"Calendar Year (Jan - Dec), 2024",84.66,24.59,0.23,0.09,0.2,0.08,0,0,1464,,,,,,,339,67160,292806,67160,292806,359966,359966,52,273,14,339,0,0,0,0,52,273,14,339,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Korea,"Calendar Year (Jan - Dec), 2024",80,25.62,0.07,0.03,0.06,0.02,0,0,282,,,,,,,20,19105,53133,19105,53133,72238,72238,4,16,0,20,0,0,0,0,4,16,0,20,0,0,0,0,0,0,0,0,0
India,Chhattisgarh,Mahasamund,"Calendar Year (Jan - Dec), 2024",76.29,17.31,0.08,0.04,0.06,0.03,0,0,1259,,,,,,,97,105984,111950,105984,111950,217934,217934,23,74,0,97,0,0,0,0,23,74,0,97,0,0,0,0,0,0,0,0,0
